run_id,timestamp,model,variant,framework,seed,budget,config_hash,git_commit,success_test_id,success_test_ood_pattern,success_test_ood_diff,success_train,bricks_cleared_median,steps_to_clear,death_rate,reward_no_shaping,collapsed,status,config_path,metrics_path,heatmap_path,curve_path
worldModel__base__b3000000__s2,2026-06-04T19:47:01,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,2,3000000,9600878a2e11,24124d2*,0.252,0.1907,0.206,0.2643,26.0,1538.6,0.748,48.6053,False,done,results/runs/worldModel__base__b3000000__s2.config.json,results/runs/worldModel_base_b3000000_seed2_test_id.json,results/heatmaps/worldModel_base_b3000000_seed2_test_id.png,results/curves/worldModel__base__b3000000__s2.csv
worldModel__base__b3000000__s0,2026-06-04T19:47:15,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,0,3000000,9600878a2e11,24124d2*,0.1413,0.0853,0.0988,0.1143,26.0,1757.9,0.8567,51.0093,False,done,results/runs/worldModel__base__b3000000__s0.config.json,results/runs/worldModel_base_b3000000_seed0_test_id.json,results/heatmaps/worldModel_base_b3000000_seed0_test_id.png,results/curves/worldModel__base__b3000000__s0.csv
worldModelRecurrente__base__b3000000__s0,2026-06-04T19:47:19,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,0,3000000,4c85ff78640c,24124d2*,0.0847,0.0347,0.0369,0.0607,14.5,1011.7,0.9153,34.766,True,done,results/runs/worldModelRecurrente__base__b3000000__s0.config.json,results/runs/worldModelRecurrente_base_b3000000_seed0_test_id.json,results/heatmaps/worldModelRecurrente_base_b3000000_seed0_test_id.png,results/curves/worldModelRecurrente__base__b3000000__s0.csv
worldModel__base__b3000000__s4,2026-06-04T19:47:28,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,4,3000000,9600878a2e11,24124d2*,0.8247,0.7667,0.7303,0.7946,30.0,1866.8,0.174,52.324,False,done,results/runs/worldModel__base__b3000000__s4.config.json,results/runs/worldModel_base_b3000000_seed4_test_id.json,results/heatmaps/worldModel_base_b3000000_seed4_test_id.png,results/curves/worldModel__base__b3000000__s4.csv
ppo__base__b3000000__s3,2026-06-04T19:47:29,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,3,3000000,6154c3a1ee44,24124d2*,0.8613,0.872,0.7873,0.8536,32.0,1626.3,0.1387,55.1123,False,done,results/runs/ppo__base__b3000000__s3.config.json,results/runs/ppo_base_b3000000_seed3_test_id.json,results/heatmaps/ppo_base_b3000000_seed3_test_id.png,results/curves/ppo__base__b3000000__s3.csv
ppo__base__b3000000__s4,2026-06-04T19:47:30,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,4,3000000,6154c3a1ee44,24124d2*,0.8853,0.8333,0.9095,0.8875,32.0,1701.2,0.1147,56.445,False,done,results/runs/ppo__base__b3000000__s4.config.json,results/runs/ppo_base_b3000000_seed4_test_id.json,results/heatmaps/ppo_base_b3000000_seed4_test_id.png,results/curves/ppo__base__b3000000__s4.csv
ppo__base__b3000000__s2,2026-06-04T19:47:32,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,2,3000000,6154c3a1ee44,24124d2*,0.9287,0.9107,0.9296,0.9339,32.0,1643.1,0.0707,59.347,False,done,results/runs/ppo__base__b3000000__s2.config.json,results/runs/ppo_base_b3000000_seed2_test_id.json,results/heatmaps/ppo_base_b3000000_seed2_test_id.png,results/curves/ppo__base__b3000000__s2.csv
worldModelRecurrente__base__b3000000__s1,2026-06-04T19:47:33,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,1,3000000,4c85ff78640c,24124d2*,0.5107,0.556,0.4707,0.5321,20.0,1666.0,0.4893,46.302,False,done,results/runs/worldModelRecurrente__base__b3000000__s1.config.json,results/runs/worldModelRecurrente_base_b3000000_seed1_test_id.json,results/heatmaps/worldModelRecurrente_base_b3000000_seed1_test_id.png,results/curves/worldModelRecurrente__base__b3000000__s1.csv
worldModel__base__b3000000__s1,2026-06-04T19:47:38,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,1,3000000,9600878a2e11,24124d2*,0.708,0.728,0.5829,0.6714,26.0,2283.6,0.274,52.5077,False,done,results/runs/worldModel__base__b3000000__s1.config.json,results/runs/worldModel_base_b3000000_seed1_test_id.json,results/heatmaps/worldModel_base_b3000000_seed1_test_id.png,results/curves/worldModel__base__b3000000__s1.csv
worldModelRecurrente__base__b3000000__s2,2026-06-04T19:47:48,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,2,3000000,4c85ff78640c,24124d2*,0.42,0.4307,0.1022,0.4161,6.0,1513.2,0.5793,28.6483,False,done,results/runs/worldModelRecurrente__base__b3000000__s2.config.json,results/runs/worldModelRecurrente_base_b3000000_seed2_test_id.json,results/heatmaps/worldModelRecurrente_base_b3000000_seed2_test_id.png,results/curves/worldModelRecurrente__base__b3000000__s2.csv
worldModelRecurrente__base__b3000000__s4,2026-06-04T19:48:09,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,4,3000000,4c85ff78640c,24124d2*,0.6607,0.5387,0.3635,0.5768,23.0,1557.0,0.3393,49.8973,False,done,results/runs/worldModelRecurrente__base__b3000000__s4.config.json,results/runs/worldModelRecurrente_base_b3000000_seed4_test_id.json,results/heatmaps/worldModelRecurrente_base_b3000000_seed4_test_id.png,results/curves/worldModelRecurrente__base__b3000000__s4.csv
worldModel__base__b3000000__s3,2026-06-04T19:48:13,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,3,3000000,9600878a2e11,24124d2*,0.8773,0.888,0.6817,0.8661,32.0,2510.6,0.048,57.697,False,done,results/runs/worldModel__base__b3000000__s3.config.json,results/runs/worldModel_base_b3000000_seed3_test_id.json,results/heatmaps/worldModel_base_b3000000_seed3_test_id.png,results/curves/worldModel__base__b3000000__s3.csv
worldModelRecurrente__base__b3000000__s3,2026-06-04T19:48:18,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,3,3000000,4c85ff78640c,24124d2*,0.3067,0.3147,0.0754,0.3107,6.0,1481.6,0.692,24.1887,False,done,results/runs/worldModelRecurrente__base__b3000000__s3.config.json,results/runs/worldModelRecurrente_base_b3000000_seed3_test_id.json,results/heatmaps/worldModelRecurrente_base_b3000000_seed3_test_id.png,results/curves/worldModelRecurrente__base__b3000000__s3.csv
dqn__flat__b700000__s0,2026-06-04T20:13:18,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,0,700000,b6dc6e3a09fa,24124d2*,0.352,0.2093,0.0067,0.2768,3.0,1471.1,0.6467,15.1963,False,done,results/runs/dqn__flat__b700000__s0.config.json,results/runs/dqn_flat_b700000_seed0_test_id.json,results/heatmaps/dqn_flat_b700000_seed0_test_id.png,results/curves/dqn__flat__b700000__s0.csv
dqn__flat_0.25__b700000__s0,2026-06-04T20:15:01,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,0,700000,f991bf99fbae,24124d2*,0.0087,0.0013,0.0,0.0071,1.0,82.3,0.9913,3.7257,True,done,results/runs/dqn__flat_0.25__b700000__s0.config.json,results/runs/dqn_flat_0.25_b700000_seed0_test_id.json,results/heatmaps/dqn_flat_0.25_b700000_seed0_test_id.png,results/curves/dqn__flat_0.25__b700000__s0.csv
dqn__flat_0.25__b700000__s3,2026-06-04T20:15:02,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,3,700000,f991bf99fbae,24124d2*,0.008,0.0013,0.0,0.0071,1.0,67.4,0.992,4.767,True,done,results/runs/dqn__flat_0.25__b700000__s3.config.json,results/runs/dqn_flat_0.25_b700000_seed3_test_id.json,results/heatmaps/dqn_flat_0.25_b700000_seed3_test_id.png,results/curves/dqn__flat_0.25__b700000__s3.csv
dqn__flat_0.25__b700000__s1,2026-06-04T20:15:03,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,1,700000,f991bf99fbae,24124d2*,0.0067,0.0,0.0,0.0054,1.0,70.6,0.9933,2.991,True,done,results/runs/dqn__flat_0.25__b700000__s1.config.json,results/runs/dqn_flat_0.25_b700000_seed1_test_id.json,results/heatmaps/dqn_flat_0.25_b700000_seed1_test_id.png,results/curves/dqn__flat_0.25__b700000__s1.csv
dqn__flat_0.25__b700000__s2,2026-06-04T20:15:06,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,2,700000,f991bf99fbae,24124d2*,0.0087,0.0,0.0,0.0071,1.0,79.3,0.9913,3.765,True,done,results/runs/dqn__flat_0.25__b700000__s2.config.json,results/runs/dqn_flat_0.25_b700000_seed2_test_id.json,results/heatmaps/dqn_flat_0.25_b700000_seed2_test_id.png,results/curves/dqn__flat_0.25__b700000__s2.csv
dqn__flat_0.25__b700000__s4,2026-06-04T20:15:07,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,4,700000,f991bf99fbae,24124d2*,0.006,0.0,0.0,0.0036,1.0,51.1,0.994,3.4347,True,done,results/runs/dqn__flat_0.25__b700000__s4.config.json,results/runs/dqn_flat_0.25_b700000_seed4_test_id.json,results/heatmaps/dqn_flat_0.25_b700000_seed4_test_id.png,results/curves/dqn__flat_0.25__b700000__s4.csv
dqn__flat_0.25__b1500000__s3,2026-06-04T20:15:29,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,e7019ae8f74b,24124d2*,0.0087,0.0013,0.0,0.0071,1.0,82.3,0.9913,3.7257,True,done,results/runs/dqn__flat_0.25__b1500000__s3.config.json,results/runs/dqn_flat_0.25_b1500000_seed3_test_id.json,results/heatmaps/dqn_flat_0.25_b1500000_seed3_test_id.png,results/curves/dqn__flat_0.25__b1500000__s3.csv
dqn__flat_0.25__b1500000__s1,2026-06-04T20:15:32,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,e7019ae8f74b,24124d2*,0.0093,0.0,0.0,0.0054,1.0,51.6,0.9907,3.0537,True,done,results/runs/dqn__flat_0.25__b1500000__s1.config.json,results/runs/dqn_flat_0.25_b1500000_seed1_test_id.json,results/heatmaps/dqn_flat_0.25_b1500000_seed1_test_id.png,results/curves/dqn__flat_0.25__b1500000__s1.csv
dqn__flat_0.25__b1500000__s0,2026-06-04T20:15:33,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,e7019ae8f74b,24124d2*,0.0087,0.0013,0.0,0.0071,1.0,82.3,0.9913,3.7257,True,done,results/runs/dqn__flat_0.25__b1500000__s0.config.json,results/runs/dqn_flat_0.25_b1500000_seed0_test_id.json,results/heatmaps/dqn_flat_0.25_b1500000_seed0_test_id.png,results/curves/dqn__flat_0.25__b1500000__s0.csv
dqn__flat_0.25__b1500000__s2,2026-06-04T20:15:34,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,e7019ae8f74b,24124d2*,0.0093,0.0,0.0,0.0054,1.0,51.6,0.9907,3.0537,True,done,results/runs/dqn__flat_0.25__b1500000__s2.config.json,results/runs/dqn_flat_0.25_b1500000_seed2_test_id.json,results/heatmaps/dqn_flat_0.25_b1500000_seed2_test_id.png,results/curves/dqn__flat_0.25__b1500000__s2.csv
dqn__flat_0.25__b1500000__s4,2026-06-04T20:15:35,dqn,flat_0.25,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,e7019ae8f74b,24124d2*,0.008,0.0,0.0,0.0071,1.0,66.1,0.992,3.4803,True,done,results/runs/dqn__flat_0.25__b1500000__s4.config.json,results/runs/dqn_flat_0.25_b1500000_seed4_test_id.json,results/heatmaps/dqn_flat_0.25_b1500000_seed4_test_id.png,results/curves/dqn__flat_0.25__b1500000__s4.csv
dqn__flat__b700000__s4,2026-06-04T20:16:05,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,4,700000,b6dc6e3a09fa,24124d2*,0.2313,0.1293,0.0151,0.1857,2.0,1163.4,0.7687,13.27,False,done,results/runs/dqn__flat__b700000__s4.config.json,results/runs/dqn_flat_b700000_seed4_test_id.json,results/heatmaps/dqn_flat_b700000_seed4_test_id.png,results/curves/dqn__flat__b700000__s4.csv
dqn__flat__b700000__s2,2026-06-04T20:16:08,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,2,700000,b6dc6e3a09fa,24124d2*,0.1653,0.136,0.0034,0.1089,3.0,1167.4,0.834,15.98,False,done,results/runs/dqn__flat__b700000__s2.config.json,results/runs/dqn_flat_b700000_seed2_test_id.json,results/heatmaps/dqn_flat_b700000_seed2_test_id.png,results/curves/dqn__flat__b700000__s2.csv
dqn__branches__b700000__s0,2026-06-04T20:16:28,dqn,branches,torch2.12.0+np2.4.4+py3.13·mps,0,700000,0a3782ba1003,24124d2*,0.2327,0.1507,0.0134,0.1911,5.0,1185.6,0.7673,24.8223,False,done,results/runs/dqn__branches__b700000__s0.config.json,results/runs/dqn_branches_b700000_seed0_test_id.json,results/heatmaps/dqn_branches_b700000_seed0_test_id.png,results/curves/dqn__branches__b700000__s0.csv
dqn__branches__b700000__s3,2026-06-04T20:17:01,dqn,branches,torch2.12.0+np2.4.4+py3.13·mps,3,700000,0a3782ba1003,24124d2*,0.422,0.2947,0.139,0.3982,11.0,1720.3,0.5753,33.537,False,done,results/runs/dqn__branches__b700000__s3.config.json,results/runs/dqn_branches_b700000_seed3_test_id.json,results/heatmaps/dqn_branches_b700000_seed3_test_id.png,results/curves/dqn__branches__b700000__s3.csv
dqn__flat__b700000__s1,2026-06-04T20:17:02,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,1,700000,b6dc6e3a09fa,24124d2*,0.3347,0.1973,0.0503,0.2875,5.0,2103.9,0.648,23.2883,False,done,results/runs/dqn__flat__b700000__s1.config.json,results/runs/dqn_flat_b700000_seed1_test_id.json,results/heatmaps/dqn_flat_b700000_seed1_test_id.png,results/curves/dqn__flat__b700000__s1.csv
dqn__flat__b700000__s3,2026-06-04T20:17:06,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,3,700000,b6dc6e3a09fa,24124d2*,0.5167,0.4693,0.0536,0.4518,9.0,1753.1,0.4807,30.1997,False,done,results/runs/dqn__flat__b700000__s3.config.json,results/runs/dqn_flat_b700000_seed3_test_id.json,results/heatmaps/dqn_flat_b700000_seed3_test_id.png,results/curves/dqn__flat__b700000__s3.csv
dqn__flat__b1500000__s1,2026-06-04T20:17:39,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,d5ae6d489910,24124d2*,0.3853,0.2507,0.057,0.3696,7.0,1644.7,0.6093,25.9217,False,done,results/runs/dqn__flat__b1500000__s1.config.json,results/runs/dqn_flat_b1500000_seed1_test_id.json,results/heatmaps/dqn_flat_b1500000_seed1_test_id.png,results/curves/dqn__flat__b1500000__s1.csv
dqn__flat__b1500000__s4,2026-06-04T20:17:47,dqn,flat,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,d5ae6d489910,24124d2*,0.5347,0.44,0.2261,0.5143,12.0,1796.8,0.4607,35.963,False,done,results/runs/dqn__flat__b1500000__s4.config.json,results/runs/dqn_flat_b1500000_seed4_test_id.json,results/heatmaps/dqn_flat_b1500000_seed4_test_id.png,results/curves/dqn__flat__b1500000__s4.csv
dqn__branches__b700000__s4,2026-06-04T20:17:53,dqn,branches,torch2.12.0+np2.4.4+py3.13·mps,4,700000,0a3782ba1003,24124d2*,0.7367,0.7507,0.2864,0.7071,24.0,2308.7,0.246,46.682,False,done,results/runs/dqn__branches__b700000__s4.config.json,results/runs/dqn_branches_b700000_seed4_test_id.json,results/heatmaps/dqn_branches_b700000_seed4_test_id.png,results/curves/dqn__branches__b700000__s4.csv
